INPUT:input	OUTPUT:result	GOLDEN:result	HINT:text	HINT:default_language	ASSIGNMENT:link	ASSIGNMENT:task_id	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started
Какие цитрусовые деревья лучше выращивать в контейнерах или в земле?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":67\,""segment"":""Какие цитрусовые деревья лучше выращивать в контейнерах или в земле""}"	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":67\,""segment"":""Какие цитрусовые деревья лучше выращивать в контейнерах или в земле""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbe75dd94a23ca9cda39d	000016521d--63eca43f0dee0e72fb99bd7d	000016521d--63efbe75dd94a23ca9cda39d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:50:45.452
Искусственные подсластители лучше белого сахара?	"{""label"":""Object1""\,""offset"":0\,""length"":27\,""segment"":""Искусственные подсластители""},{""label"":""Object2""\,""offset"":34\,""length"":13\,""segment"":""белого сахара""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbe75dd94a23ca9cda39d	000016521d--63eca3da0dee0e72fb99b9e2	000016521d--63efbe75dd94a23ca9cda39d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:50:45.452
Что лучше для сварки mig или tig?	"{""label"":""Aspect""\,""offset"":14\,""length"":6\,""segment"":""сварки""},{""label"":""Object1""\,""offset"":21\,""length"":3\,""segment"":""mig""},{""label"":""Object2""\,""offset"":29\,""length"":3\,""segment"":""tig""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbe75dd94a23ca9cda39d	000016521d--63eca41d0dee0e72fb99bc2c	000016521d--63efbe75dd94a23ca9cda39d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:50:45.452
Что лучше, Netflix или Blockbuster?	"{""label"":""Object1""\,""offset"":11\,""length"":7\,""segment"":""Netflix""},{""label"":""Object2""\,""offset"":23\,""length"":11\,""segment"":""Blockbuster""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbe75dd94a23ca9cda39d	000016521d--63eca3d10dee0e72fb99b99e	000016521d--63efbe75dd94a23ca9cda39d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:50:45.452
Какой чемодан мне выбрать - жесткий или мягкий?	"{""label"":""CommonObj""\,""offset"":6\,""length"":7\,""segment"":""чемодан""},{""label"":""Object1""\,""offset"":28\,""length"":7\,""segment"":""жесткий""},{""label"":""Object2""\,""offset"":40\,""length"":6\,""segment"":""мягкий""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbe75dd94a23ca9cda39d	000016521d--63eca4030dee0e72fb99bb5c	000016521d--63efbe75dd94a23ca9cda39d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:50:45.452
Победит ли Дональд Трамп или Хиллари Клинтон на президентских выборах в США в 2016 году?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":87\,""segment"":""Победит ли Дональд Трамп или Хиллари Клинтон на президентских выборах в США в 2016 году""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbe75dd94a23ca9cda39d	000016521d--63eca4010dee0e72fb99bb4e	000016521d--63efbe75dd94a23ca9cda39d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:50:45.452
Насколько трудно выучить русский язык по сравнению с японским?	"{""label"":""Aspect""\,""offset"":10\,""length"":14\,""segment"":""трудно выучить""},{""label"":""Object1""\,""offset"":25\,""length"":7\,""segment"":""русский""},{""label"":""CommonObj""\,""offset"":33\,""length"":4\,""segment"":""язык""},{""label"":""Object2""\,""offset"":53\,""length"":8\,""segment"":""японским""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbe75dd94a23ca9cda39d	000016521d--63eca3e40dee0e72fb99ba3e	000016521d--63efbe75dd94a23ca9cda39d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:50:45.452
Какое туристическое агентство подходит thomas cook или cox and kings для международных поездок с точки зрения бюджета и комфорта?	"{""label"":""Object1""\,""offset"":39\,""length"":11\,""segment"":""thomas cook""},{""label"":""Object2""\,""offset"":55\,""length"":13\,""segment"":""cox and kings""},{""label"":""Aspect""\,""offset"":73\,""length"":21\,""segment"":""международных поездок""},{""label"":""Aspect""\,""offset"":110\,""length"":7\,""segment"":""бюджета""},{""label"":""Aspect""\,""offset"":120\,""length"":8\,""segment"":""комфорта""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbe75dd94a23ca9cda39d	000016521d--63eca40e0dee0e72fb99bbb8	000016521d--63efbe75dd94a23ca9cda39d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:50:45.452
Как выбрать между отправкой статьи в специализированный журнал или в журнал с более широкой аудиторией?	"{""label"":""Aspect""\,""offset"":18\,""length"":16\,""segment"":""отправкой статьи""},{""label"":""Object1""\,""offset"":37\,""length"":25\,""segment"":""специализированный журнал""},{""label"":""Object2""\,""offset"":69\,""length"":33\,""segment"":""журнал с более широкой аудиторией""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbe75dd94a23ca9cda39d	000016521d--63eca4220dee0e72fb99bc5c	000016521d--63efbe75dd94a23ca9cda39d	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:50:45.452
										
Каковы требования инженеров-биомедицинцев, какой поток лучше - биомедицинский или биотехнологический?	"{""label"":""CommonObj""\,""offset"":49\,""length"":5\,""segment"":""поток""},{""label"":""Object1""\,""offset"":63\,""length"":14\,""segment"":""биомедицинский""},{""label"":""Object2""\,""offset"":82\,""length"":18\,""segment"":""биотехнологический""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbf0f76b5361eee6f8ded	000016521d--63eca4120dee0e72fb99bbda	000016521d--63efbf0f76b5361eee6f8ded	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:53:19.342
Какой автомобиль лучше: BMW или Audi?	"{""label"":""Object1""\,""offset"":24\,""length"":3\,""segment"":""BMW""},{""label"":""Object2""\,""offset"":32\,""length"":4\,""segment"":""Audi""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbf0f76b5361eee6f8ded	000016521d--63eca3d20dee0e72fb99b9a2	000016521d--63efbf0f76b5361eee6f8ded	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:53:19.342
Кто сексуальнее трейсер или вдоводел?	"{""label"":""Aspect""\,""offset"":4\,""length"":11\,""segment"":""сексуальнее""},{""label"":""Object1""\,""offset"":16\,""length"":7\,""segment"":""трейсер""},{""label"":""Object2""\,""offset"":28\,""length"":8\,""segment"":""вдоводел""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbf0f76b5361eee6f8ded	000016521d--63eca4100dee0e72fb99bbc8	000016521d--63efbf0f76b5361eee6f8ded	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:53:19.342
Чем Хиллари Клинтон лучше Дональда Трампа?	"{""label"":""Object1""\,""offset"":4\,""length"":15\,""segment"":""Хиллари Клинтон""},{""label"":""Object2""\,""offset"":26\,""length"":15\,""segment"":""Дональда Трампа""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbf0f76b5361eee6f8ded	000016521d--63eca4350dee0e72fb99bd35	000016521d--63efbf0f76b5361eee6f8ded	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:53:19.342
Чем intellij лучше eclipse?	"{""label"":""Object1""\,""offset"":4\,""length"":8\,""segment"":""intellij""},{""label"":""Object2""\,""offset"":19\,""length"":7\,""segment"":""eclipse""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbf0f76b5361eee6f8ded	000016521d--63eca3e40dee0e72fb99ba38	000016521d--63efbf0f76b5361eee6f8ded	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:53:19.342
Когда и почему черный перец стал таким популярным, если он такой безвкусный по сравнению с белым перцем и в чем разница?	"{""label"":""Object1""\,""offset"":15\,""length"":12\,""segment"":""черный перец""},{""label"":""Aspect""\,""offset"":65\,""length"":10\,""segment"":""безвкусный""},{""label"":""Object2""\,""offset"":91\,""length"":12\,""segment"":""белым перцем""}"	"{""label"":""Object1""\,""offset"":15\,""length"":12\,""segment"":""черный перец""},{""label"":""Aspect""\,""offset"":39\,""length"":10\,""segment"":""популярным""},{""label"":""Object2""\,""offset"":91\,""length"":12\,""segment"":""белым перцем""}"			https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbf0f76b5361eee6f8ded	000016521d--63eca4410dee0e72fb99bd8b	000016521d--63efbf0f76b5361eee6f8ded	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:53:19.342
Какая операционная система linux лучше, чем операционная система Windows?	"{""label"":""Object1""\,""offset"":6\,""length"":26\,""segment"":""операционная система linux""},{""label"":""Object2""\,""offset"":44\,""length"":28\,""segment"":""операционная система Windows""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbf0f76b5361eee6f8ded	000016521d--63eca3ea0dee0e72fb99ba69	000016521d--63efbf0f76b5361eee6f8ded	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:53:19.342
Какие лучшие наушники младше 1000rs?	"{""label"":""Skip (sense)""\,""offset"":0\,""length"":35\,""segment"":""Какие лучшие наушники младше 1000rs""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbf0f76b5361eee6f8ded	000016521d--63eca4250dee0e72fb99bc8f	000016521d--63efbf0f76b5361eee6f8ded	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:53:19.342
Должен ли я выбрать 32 или 64-разрядную версию для Linux?	"{""label"":""Object1""\,""offset"":20\,""length"":2\,""segment"":""32""},{""label"":""Object2""\,""offset"":27\,""length"":2\,""segment"":""64""},{""label"":""CommonObj""\,""offset"":30\,""length"":16\,""segment"":""разрядную версию""},{""label"":""Aspect""\,""offset"":51\,""length"":5\,""segment"":""Linux""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbf0f76b5361eee6f8ded	000016521d--63eca42a0dee0e72fb99bcde	000016521d--63efbf0f76b5361eee6f8ded	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:53:19.342
Должен ли я купить moto g4 plus или xiaomi mi max?	"{""label"":""Object1""\,""offset"":19\,""length"":12\,""segment"":""moto g4 plus""},{""label"":""Object2""\,""offset"":36\,""length"":13\,""segment"":""xiaomi mi max""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbf0f76b5361eee6f8ded	000016521d--63eca41d0dee0e72fb99bc2a	000016521d--63efbf0f76b5361eee6f8ded	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:53:19.342
										
В чем разница в производительности микроядра по сравнению с монолитным ядром?	"{""label"":""Aspect""\,""offset"":16\,""length"":18\,""segment"":""производительности""},{""label"":""Object1""\,""offset"":35\,""length"":9\,""segment"":""микроядра""},{""label"":""Object2""\,""offset"":60\,""length"":16\,""segment"":""монолитным ядром""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbfac76b5361eee6f8f13	000016521d--63eca4200dee0e72fb99bc42	000016521d--63efbfac76b5361eee6f8f13	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:55:56.589
Какой сервер лучше ubersvn против visualsvn, есть какие-нибудь впечатления?	"{""label"":""Object1""\,""offset"":19\,""length"":7\,""segment"":""ubersvn""},{""label"":""Object2""\,""offset"":34\,""length"":9\,""segment"":""visualsvn""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbfac76b5361eee6f8f13	000016521d--63eca42e0dee0e72fb99bd02	000016521d--63efbfac76b5361eee6f8f13	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:55:56.589
Действительно ли собаки лучше людей?	"{""label"":""Object1""\,""offset"":17\,""length"":6\,""segment"":""собаки""},{""label"":""Object2""\,""offset"":30\,""length"":5\,""segment"":""людей""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbfac76b5361eee6f8f13	000016521d--63eca3fd0dee0e72fb99bb2e	000016521d--63efbfac76b5361eee6f8f13	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:55:56.589
Кто будет лучшим президентом Дональд Трамп или Хиллари Клинтон?	"{""label"":""Object1""\,""offset"":29\,""length"":13\,""segment"":""Дональд Трамп""},{""label"":""Object2""\,""offset"":47\,""length"":15\,""segment"":""Хиллари Клинтон""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbfac76b5361eee6f8f13	000016521d--63eca42a0dee0e72fb99bcdc	000016521d--63efbfac76b5361eee6f8f13	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:55:56.589
Действительно ли люди лучше животных?	"{""label"":""Object1""\,""offset"":17\,""length"":4\,""segment"":""люди""},{""label"":""Object2""\,""offset"":28\,""length"":8\,""segment"":""животных""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbfac76b5361eee6f8f13	000016521d--63eca3fb0dee0e72fb99bb20	000016521d--63efbfac76b5361eee6f8f13	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:55:56.589
При варке колбасы что важнее - температура или влажность?	"{""label"":""Aspect""\,""offset"":4\,""length"":13\,""segment"":""варке колбасы""},{""label"":""Object1""\,""offset"":31\,""length"":11\,""segment"":""температура""},{""label"":""Object2""\,""offset"":47\,""length"":9\,""segment"":""влажность""}"				https://sandbox.toloka.yandex.com/task/1462813/000016521d--63efbfac76b5361eee6f8f13	000016521d--63eca4350dee0e72fb99bd37	000016521d--63efbfac76b5361eee6f8f13	8e9beb3e5b8aa496af39f03c3f6f9513	APPROVED	2023-02-17T17:55:56.589
